2025-10-20 16:16:30 INFO     fed278c4-f614-4379-b8b8-68c592f3e769
2025-10-20 16:17:30 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10008.766899816692, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"3\", \"workloadType\": \"OPERATIONAL\", \"provider\": \"AZURE\", \"diskState\": \"READY\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957252, \"i\": 3}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:32Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957252, \"i\": 3}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:32Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:30 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:30 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10009.215400088578, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"availabilityZone\": \"1\", \"nodeType\": \"ELECTABLE\", \"workloadType\": \"OPERATIONAL\", \"provider\": \"AZURE\", \"region\": \"INDIA_CENTRAL\", \"diskState\": \"READY\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957252, \"i\": 3}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:32Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957252, \"i\": 3}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:32Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:30 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:30 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10004.983500111848, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"provider\": \"AZURE\", \"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"2\", \"workloadType\": \"OPERATIONAL\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957252, \"i\": 3}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:32Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957252, \"i\": 3}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:32Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:17:30 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:40 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10008.893300080672, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"3\", \"workloadType\": \"OPERATIONAL\", \"provider\": \"AZURE\", \"diskState\": \"READY\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957262, \"i\": 6}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:42Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957262, \"i\": 6}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:42Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:40 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:40 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10009.563700063154, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"availabilityZone\": \"1\", \"nodeType\": \"ELECTABLE\", \"workloadType\": \"OPERATIONAL\", \"provider\": \"AZURE\", \"region\": \"INDIA_CENTRAL\", \"diskState\": \"READY\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957262, \"i\": 6}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:42Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957262, \"i\": 6}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:42Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:40 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:40 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10002.005100017413, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"nodeType\": \"ELECTABLE\", \"provider\": \"AZURE\", \"availabilityZone\": \"2\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957262, \"i\": 6}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:42Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957262, \"i\": 6}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:42Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:17:40 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:44 INFO     Redirect URI stored in env : http://12025-10-20 16:17:45 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61300c9d40fa07884ca0b"}, "driverConnectionId": 1, "serverConnectionId": 210656, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10010.536900022998, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc2025-10-20 16:17:50 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10009.279899997637, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"availabilityZone\": \"3\", \"provider\": \"AZURE\", \"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957272, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:52Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957272, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:52Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:17:50 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:50 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10006.0775000602, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"nodeType\": \"ELECTABLE\", \"provider\": \"AZURE\", \"workloadType\": \"OPERATIONAL\", \"diskState\": \"READY\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"2\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957272, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:52Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957272, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:47:52Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:17:50 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:17:50 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10007.99209997058, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"provider\": \"AZURE\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"diskState\": \"READY\", \"availabilityZone\": \"1\", \"nodeType\": \"ELECTABLE\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957272, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:47:52Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957272, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"22025-10-20 16:17:55 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61300c9d40fa07884ca0b"}, "driverConnectionId": 1, "serverConnectionId": 210656, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10000.792100094259, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh2025-10-20 16:18:00 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10009.711399907246, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"availabilityZone\": \"3\", \"provider\": \"AZURE\", \"workloadType\": \"OPERATIONAL\", \"region\": \"INDIA_CENTRAL\", \"nodeType\": \"ELECTABLE\", \"diskState\": \"READY\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957282, \"i\": 5}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:48:02Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957282, \"i\": 5}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:48:02Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:18:00 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:18:00 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10008.787200087681, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c447677b16a9cb12568f\"}, \"counter\": 6}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"isWritablePrimary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"diskState\": \"READY\", \"region\": \"INDIA_CENTRAL\", \"workloadType\": \"OPERATIONAL\", \"nodeType\": \"ELECTABLE\", \"provider\": \"AZURE\", \"availabilityZone\": \"2\"}, \"me\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"electionId\": {\"$oid\": \"7fffffff0000000000000095\"}, \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957282, \"i\": 5}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:48:02Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957282, \"i\": 5}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:48:02Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000..."}
2025-10-20 16:18:00 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 220790, "serverHost": "ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
2025-10-20 16:18:00 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 211580, "serverHost": "ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10010.189400054514, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c40e5ee0b64c7274b6fd\"}, \"counter\": 4}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"workloadType\": \"OPERATIONAL\", \"provider\": \"AZURE\", \"diskState\": \"READY\", \"nodeType\": \"ELECTABLE\", \"availabilityZone\": \"1\", \"region\": \"INDIA_CENTRAL\"}, \"me\": \"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957282, \"i\": 5}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:48:02Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957282, \"i\": 5}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \2025-10-20 16:18:05 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61300c9d40fa07884ca0b"}, "driverConnectionId": 1, "serverConnectionId": 210656, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10007.928899955004, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9k2025-10-20 16:18:10 DEBUG    {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true, "durationMS": 10007.505800109357, "reply": "{\"topologyVersion\": {\"processId\": {\"$oid\": \"68e6c47f9abe50a311494773\"}, \"counter\": 3}, \"hosts\": [\"ac-wmh9kc4-shard-00-00.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\"], \"setName\": \"atlas-7gefq1-shard-0\", \"setVersion\": 26, \"secondary\": true, \"primary\": \"ac-wmh9kc4-shard-00-01.mmul4rn.mongodb.net:27017\", \"tags\": {\"nodeType\": \"ELECTABLE\", \"region\": \"INDIA_CENTRAL\", \"availabilityZone\": \"3\", \"workloadType\": \"OPERATIONAL\", \"provider\": \"AZURE\", \"diskState\": \"READY\"}, \"me\": \"ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net:27017\", \"lastWrite\": {\"opTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957292, \"i\": 4}}, \"t\": 149}, \"lastWriteDate\": {\"$date\": \"2025-10-20T10:48:12Z\"}, \"majorityOpTime\": {\"ts\": {\"$timestamp\": {\"t\": 1760957292, \"i\": 4}}, \"t\": 149}, \"majorityWriteDate\": {\"$date\": \"2025-10-20T10:48:12Z\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"20..."}
2025-10-20 16:18:10 DEBUG    {"message": "Server heartbeat started", "topologyId": {"$oid": "68f61305ab474be7ad28dcb4"}, "driverConnectionId": 1, "serverConnectionId": 210660, "serverHost": "ac-wmh9kc4-shard-00-02.mmul4rn.mongodb.net", "serverPort": 27017, "awaited": true}
