GLNo,COBDate,FindPR,Sum of Princ Rec,Find,,,,,
GL061686/18,31032021,GL061686/18310320210,0,GL061686/18310320210,,,,,
GL061686/18,31032022,GL061686/1831032022,,#N/A,,,,,
GL061686/18,31032022,GL061686/18310320220,0,GL061686/18310320220,,,,,
GL061784/18,31032021,GL061784/18310320210,0,GL061784/18310320210,,,,,
GL061784/18,31032022,GL061784/1831032022,,#N/A,,,,,
GL061784/18,31032022,GL061784/18310320220,0,GL061784/18310320220,,,,,
GL061837/18,31032021,GL061837/18310320210,0,GL061837/18310320210,,,,,
GL061860/18,31032021,GL061860/18310320210,0,GL061860/18310320210,,,,,
GL061869/18,31032021,GL061869/18310320210,0,GL061869/18310320210,,,,,
GL061869/18,31032022,GL061869/1831032022,,#N/A,,,,,
GL061869/18,31032022,GL061869/18310320220,0,GL061869/18310320220,,,,,
GL061886/18,31032021,GL061886/1831032021195000,195000,GL061886/1831032021195000,,,,,
GL061887/18,31032021,GL061887/18310320210,0,GL061887/18310320210,,,,,
GL061929/18,31032021,GL061929/18310320210,0,GL061929/18310320210,,,,,
GL061930/18,31032021,GL061930/18310320210,0,GL061930/18310320210,,,,,
GL061937/18,31032021,GL061937/18310320210,0,GL061937/18310320210,,,,,
GL061937/18,31032022,GL061937/1831032022,,#N/A,,,,,
GL061937/18,31032022,GL061937/18310320220,0,GL061937/18310320220,,,,,
GL061986/18,31032021,GL061986/18310320210,0,GL061986/18310320210,,,,,
GL062019/18,31032021,GL062019/18310320210,0,GL062019/18310320210,,,,,
GL062019/18,31032022,GL062019/1831032022,,#N/A,,,,,
GL062019/18,31032022,GL062019/18310320220,0,GL062019/18310320220,,,,,
GL062060/18,31032021,GL062060/18310320210,0,GL062060/18310320210,,,,,
GL062060/18,31032022,GL062060/1831032022,,#N/A,,,,,
GL062060/18,31032022,GL062060/18310320220,0,GL062060/18310320220,,,,,
GL062082/18,31032021,GL062082/18310320210,0,GL062082/18310320210,,,,,
GL062088/18,31032021,GL062088/18310320210,0,GL062088/18310320210,,,,,
GL062089/18,31032021,GL062089/18310320210,0,GL062089/18310320210,,,,,
GL062089/18,31032022,GL062089/1831032022,,#N/A,,,,,
GL062089/18,31032022,GL062089/18310320220,0,GL062089/18310320220,,,,,
GL062100/18,31032021,GL062100/18310320210,0,GL062100/18310320210,,,,,
GL062168/18,31032021,GL062168/18310320210,0,GL062168/18310320210,,,,,
GL062168/18,31032022,GL062168/1831032022,,#N/A,,,,,
GL062168/18,31032022,GL062168/18310320220,0,GL062168/18310320220,,,,,
GL062183/18,31032021,GL062183/18310320210,0,GL062183/18310320210,,,,,
GL062223/18,31032021,GL062223/18310320210,0,GL062223/18310320210,,,,,
GL062233/18,31032021,GL062233/18310320210,0,GL062233/18310320210,,,,,
GL062233/18,31032022,GL062233/1831032022,,#N/A,,,,,
GL062233/18,31032022,GL062233/18310320220,0,GL062233/18310320220,,,,,
GL062250/18,31032021,GL062250/18310320210,0,GL062250/18310320210,,,,,
GL062258/18,31032021,GL062258/18310320210,0,GL062258/18310320210,,,,,
GL062258/18,31032022,GL062258/1831032022,,#N/A,,,,,
GL062258/18,31032022,GL062258/18310320220,0,GL062258/18310320220,,,,,
GL062283/18,31032021,GL062283/18310320210,0,GL062283/18310320210,,,,,
GL062330/18,31032021,GL062330/18310320210,0,GL062330/18310320210,,,,,
GL062330/18,31032022,GL062330/1831032022,,#N/A,,,,,
GL062330/18,31032022,GL062330/18310320220,0,GL062330/18310320220,,,,,
GL062331/18,31032021,GL062331/18310320210,0,GL062331/18310320210,,,,,
GL062380/18,31032021,GL062380/18310320210,0,GL062380/18310320210,,,,,
GL062441/18,31032021,GL062441/18310320210,0,GL062441/18310320210,,,,,
GL062441/18,31032022,GL062441/1831032022,,#N/A,,,,,
GL062441/18,31032022,GL062441/18310320220,0,GL062441/18310320220,,,,,
GL062515/18,31032021,GL062515/18310320210,0,GL062515/18310320210,,,,,
GL062564/18,31032021,GL062564/18310320210,0,GL062564/18310320210,,,,,
GL062586/18,31032021,GL062586/18310320210,0,GL062586/18310320210,,,,,
GL062633/18,31032021,GL062633/18310320210,0,GL062633/18310320210,,,,,
GL062633/18,31032022,GL062633/1831032022,,#N/A,,,,,
GL062633/18,31032022,GL062633/18310320220,0,GL062633/18310320220,,,,,
GL062699/18,31032021,GL062699/18310320210,0,GL062699/18310320210,,,,,
GL062725/18,31032021,GL062725/18310320210,0,GL062725/18310320210,,,,,
GL062725/18,31032022,GL062725/1831032022,,#N/A,,,,,
GL062725/18,31032022,GL062725/18310320220,0,GL062725/18310320220,,,,,
GL062749/18,31032021,GL062749/18310320210,0,GL062749/18310320210,,,,,
GL062777/18,31032021,GL062777/1831032021543,543,GL062777/1831032021543,,,,,
GL062795/18,31032021,GL062795/18310320210,0,GL062795/18310320210,,,,,
GL062804/18,31032021,GL062804/18310320210,0,GL062804/18310320210,,,,,
GL062804/18,31032022,GL062804/1831032022,,#N/A,,,,,
GL062804/18,31032022,GL062804/18310320220,0,GL062804/18310320220,,,,,
GL062849/18,31032021,GL062849/18310320211706,1706,GL062849/18310320211706,,,,,
GL062851/18,31032021,GL062851/18310320210,0,GL062851/18310320210,,,,,
GL062856/18,31032021,GL062856/18310320210,0,GL062856/18310320210,,,,,
GL062856/18,31032022,GL062856/1831032022,,#N/A,,,,,
GL062856/18,31032022,GL062856/18310320220,0,GL062856/18310320220,,,,,
GL062870/18,31032021,GL062870/18310320210,0,GL062870/18310320210,,,,,
GL062871/18,31032021,GL062871/18310320210,0,GL062871/18310320210,,,,,
GL062872/18,31032021,GL062872/18310320211500,1500,GL062872/18310320211500,,,,,
GL062875/18,31032021,GL062875/18310320210,0,GL062875/18310320210,,,,,
GL062898/18,31032021,GL062898/18310320210,0,GL062898/18310320210,,,,,
GL062898/18,31032022,GL062898/1831032022,,#N/A,,,,,
GL062898/18,31032022,GL062898/18310320220,0,GL062898/18310320220,,,,,
GL062902/18,31032021,GL062902/18310320210,0,GL062902/18310320210,,,,,
GL062903/18,31032021,GL062903/18310320210,0,GL062903/18310320210,,,,,
GL062903/18,31032022,GL062903/1831032022,,#N/A,,,,,
GL062903/18,31032022,GL062903/18310320220,0,GL062903/18310320220,,,,,
GL062955/18,31032021,GL062955/18310320210,0,GL062955/18310320210,,,,,
GL062963/18,31032021,GL062963/18310320210,0,GL062963/18310320210,,,,,
GL062963/18,31032022,GL062963/1831032022,,#N/A,,,,,
GL062963/18,31032022,GL062963/18310320220,0,GL062963/18310320220,,,,,
GL062991/18,31032021,GL062991/18310320210,0,GL062991/18310320210,,,,,
GL063008/18,31032021,GL063008/18310320210,0,GL063008/18310320210,,,,,
GL063008/18,31032022,GL063008/1831032022,,#N/A,,,,,
GL063008/18,31032022,GL063008/18310320220,0,GL063008/18310320220,,,,,
GL063038/18,31032021,GL063038/18310320210,0,GL063038/18310320210,,,,,
GL063038/18,31032022,GL063038/1831032022,,#N/A,,,,,
GL063038/18,31032022,GL063038/18310320220,0,GL063038/18310320220,,,,,
GL063042/18,31032021,GL063042/1831032021700,700,GL063042/1831032021700,,,,,
GL063072/18,31032021,GL063072/18310320211,1,GL063072/18310320211,,,,,
GL063080/18,31032021,GL063080/18310320210,0,GL063080/18310320210,,,,,
GL063080/18,31032022,GL063080/1831032022,,#N/A,,,,,
GL063080/18,31032022,GL063080/18310320220,0,GL063080/18310320220,,,,,
GL063090/18,31032021,GL063090/18310320210,0,GL063090/18310320210,,,,,
GL063090/18,31032022,GL063090/1831032022,,#N/A,,,,,
GL063090/18,31032022,GL063090/18310320220,0,GL063090/18310320220,,,,,
GL063105/18,31032021,GL063105/18310320211000,1000,GL063105/18310320211000,,,,,
GL063106/18,31032021,GL063106/18310320211000,1000,GL063106/18310320211000,,,,,
GL063110/18,31032021,GL063110/18310320210,0,GL063110/18310320210,,,,,
GL063110/18,31032022,GL063110/1831032022,,#N/A,,,,,
GL063110/18,31032022,GL063110/18310320220,0,GL063110/18310320220,,,,,
GL063338/18,31032021,GL063338/18310320210,0,GL063338/18310320210,,,,,
GL063338/18,31032022,GL063338/1831032022,,#N/A,,,,,
GL063338/18,31032022,GL063338/18310320220,0,GL063338/18310320220,,,,,
GL063394/18,31032021,GL063394/18310320210,0,GL063394/18310320210,,,,,
GL063396/18,31032021,GL063396/1831032021478,478,GL063396/1831032021478,,,,,
GL063498/18,31032021,GL063498/18310320210,0,GL063498/18310320210,,,,,
GL063524/18,31032021,GL063524/18310320210,0,GL063524/18310320210,,,,,
GL063547/18,31032021,GL063547/18310320210,0,GL063547/18310320210,,,,,
GL063590/18,31032021,GL063590/18310320210,0,GL063590/18310320210,,,,,
GL063590/18,31032022,GL063590/1831032022,,#N/A,,,,,
GL063590/18,31032022,GL063590/18310320220,0,GL063590/18310320220,,,,,
GL063671/18,31032021,GL063671/18310320210,0,GL063671/18310320210,,,,,
GL063671/18,31032022,GL063671/1831032022,,#N/A,,,,,
GL063671/18,31032022,GL063671/18310320220,0,GL063671/18310320220,,,,,
GL063674/18,31032021,GL063674/18310320210,0,GL063674/18310320210,,,,,
GL063674/18,31032022,GL063674/1831032022,,#N/A,,,,,
GL063674/18,31032022,GL063674/18310320220,0,GL063674/18310320220,,,,,
GL063696/18,31032021,GL063696/18310320210,0,GL063696/18310320210,,,,,
GL063696/18,31032022,GL063696/1831032022,,#N/A,,,,,
GL063696/18,31032022,GL063696/18310320220,0,GL063696/18310320220,,,,,
GL063790/18,31032021,GL063790/18310320211378,1378,GL063790/18310320211378,,,,,
GL063798/18,31032021,GL063798/18310320210,0,GL063798/18310320210,,,,,
GL063826/18,31032021,GL063826/18310320210,0,GL063826/18310320210,,,,,
GL063829/18,31032021,GL063829/18310320210,0,GL063829/18310320210,,,,,
GL063829/18,31032022,GL063829/1831032022,,#N/A,,,,,
GL063829/18,31032022,GL063829/18310320220,0,GL063829/18310320220,,,,,
GL063868/18,31032021,GL063868/18310320210,0,GL063868/18310320210,,,,,
GL063868/18,31032022,GL063868/1831032022,,#N/A,,,,,
GL063868/18,31032022,GL063868/18310320220,0,GL063868/18310320220,,,,,
GL063874/18,31032021,GL063874/18310320210,0,GL063874/18310320210,,,,,
GL063874/18,31032022,GL063874/1831032022,,#N/A,,,,,
GL063874/18,31032022,GL063874/18310320220,0,GL063874/18310320220,,,,,
GL063932/18,31032021,GL063932/18310320210,0,GL063932/18310320210,,,,,
GL063969/18,31032021,GL063969/18310320210,0,GL063969/18310320210,,,,,
GL064009/18,31032021,GL064009/18310320210,0,GL064009/18310320210,,,,,
GL064012/18,31032021,GL064012/18310320210,0,GL064012/18310320210,,,,,
GL064012/18,31032022,GL064012/1831032022,,#N/A,,,,,
GL064012/18,31032022,GL064012/18310320220,0,GL064012/18310320220,,,,,
GL064031/18,31032021,GL064031/18310320210,0,GL064031/18310320210,,,,,
GL064040/18,31032021,GL064040/18310320210,0,GL064040/18310320210,,,,,
GL064048/18,31032021,GL064048/18310320210,0,GL064048/18310320210,,,,,
GL064048/18,31032022,GL064048/1831032022,,#N/A,,,,,
GL064048/18,31032022,GL064048/18310320220,0,GL064048/18310320220,,,,,
GL064065/18,31032021,GL064065/18310320210,0,GL064065/18310320210,,,,,
GL064121/18,31032021,GL064121/18310320210,0,GL064121/18310320210,,,,,
GL064221/18,31032021,GL064221/18310320210,0,GL064221/18310320210,,,,,
GL064232/18,31032021,GL064232/18310320210,0,GL064232/18310320210,,,,,
GL064242/18,31032021,GL064242/18310320214379,4379,GL064242/18310320214379,,,,,
GL064255/18,31032021,GL064255/1831032021208,208,GL064255/1831032021208,,,,,
GL064268/18,31032021,GL064268/18310320210,0,GL064268/18310320210,,,,,
GL064268/18,31032022,GL064268/1831032022,,#N/A,,,,,
GL064268/18,31032022,GL064268/18310320220,0,GL064268/18310320220,,,,,
GL064366/18,31032021,GL064366/18310320210,0,GL064366/18310320210,,,,,
GL064366/18,31032022,GL064366/1831032022,,#N/A,,,,,
GL064366/18,31032022,GL064366/18310320220,0,GL064366/18310320220,,,,,
GL064460/18,31032021,GL064460/18310320210,0,GL064460/18310320210,,,,,
GL064462/18,31032021,GL064462/18310320210,0,GL064462/18310320210,,,,,
GL064481/18,31032021,GL064481/18310320210,0,GL064481/18310320210,,,,,
GL064515/18,31032021,GL064515/18310320210,0,GL064515/18310320210,,,,,
GL064515/18,31032022,GL064515/1831032022,,#N/A,,,,,
GL064515/18,31032022,GL064515/18310320220,0,GL064515/18310320220,,,,,
GL064554/18,31032021,GL064554/18310320210,0,GL064554/18310320210,,,,,
GL064554/18,31032022,GL064554/1831032022,,#N/A,,,,,
GL064554/18,31032022,GL064554/18310320220,0,GL064554/18310320220,,,,,
GL064591/18,31032021,GL064591/18310320210,0,GL064591/18310320210,,,,,
GL064621/18,31032021,GL064621/18310320210,0,GL064621/18310320210,,,,,
GL064621/18,31032022,GL064621/1831032022,,#N/A,,,,,
GL064621/18,31032022,GL064621/18310320220,0,GL064621/18310320220,,,,,
GL064622/18,31032021,GL064622/18310320215327,5327,GL064622/18310320215327,,,,,
GL064643/18,31032021,GL064643/18310320210,0,GL064643/18310320210,,,,,
GL064643/18,31032022,GL064643/1831032022,,#N/A,,,,,
GL064643/18,31032022,GL064643/18310320220,0,GL064643/18310320220,,,,,
GL064644/18,31032021,GL064644/1831032021376,376,GL064644/1831032021376,,,,,
GL064644/18,31032022,GL064644/1831032022,,#N/A,,,,,
GL064644/18,31032022,GL064644/1831032022376,376,GL064644/1831032022376,,,,,
GL064689/18,31032021,GL064689/18310320210,0,GL064689/18310320210,,,,,
GL064689/18,31032022,GL064689/1831032022,,#N/A,,,,,
GL064689/18,31032022,GL064689/18310320220,0,GL064689/18310320220,,,,,
GL064721/18,31032021,GL064721/18310320210,0,GL064721/18310320210,,,,,
GL064721/18,31032022,GL064721/1831032022,,#N/A,,,,,
GL064721/18,31032022,GL064721/18310320220,0,GL064721/18310320220,,,,,
GL064727/18,31032021,GL064727/183103202112000,12000,GL064727/183103202112000,,,,,
GL064782/19,31032021,GL064782/1931032021257,257,GL064782/1931032021257,,,,,
GL064814/19,31032021,GL064814/19310320210,0,GL064814/19310320210,,,,,
GL064814/19,31032022,GL064814/1931032022,,#N/A,,,,,
GL064814/19,31032022,GL064814/19310320220,0,GL064814/19310320220,,,,,
GL064855/19,31032021,GL064855/19310320210,0,GL064855/19310320210,,,,,
GL064863/19,31032021,GL064863/19310320210,0,GL064863/19310320210,,,,,
GL064863/19,31032022,GL064863/1931032022,,#N/A,,,,,
GL064863/19,31032022,GL064863/19310320220,0,GL064863/19310320220,,,,,
GL064892/19,31032021,GL064892/19310320210,0,GL064892/19310320210,,,,,
GL064938/19,31032021,GL064938/19310320210,0,GL064938/19310320210,,,,,
GL065091/19,31032021,GL065091/19310320210,0,GL065091/19310320210,,,,,
GL065164/19,31032021,GL065164/1931032021839,839,GL065164/1931032021839,,,,,
GL065170/19,31032021,GL065170/19310320210,0,GL065170/19310320210,,,,,
GL065182/19,31032021,GL065182/19310320210,0,GL065182/19310320210,,,,,
GL065182/19,31032022,GL065182/1931032022,,#N/A,,,,,
GL065182/19,31032022,GL065182/19310320220,0,GL065182/19310320220,,,,,
GL065189/19,31032021,GL065189/19310320210,0,GL065189/19310320210,,,,,
GL065319/19,31032021,GL065319/19310320210,0,GL065319/19310320210,,,,,
GL065319/19,31032022,GL065319/1931032022,,#N/A,,,,,
GL065319/19,31032022,GL065319/19310320220,0,GL065319/19310320220,,,,,
GL065356/19,31032021,GL065356/19310320210,0,GL065356/19310320210,,,,,
GL065390/19,31032021,GL065390/19310320210,0,GL065390/19310320210,,,,,
GL065413/19,31032021,GL065413/19310320210,0,GL065413/19310320210,,,,,
GL065452/19,31032021,GL065452/19310320210,0,GL065452/19310320210,,,,,
GL065452/19,31032022,GL065452/1931032022,,#N/A,,,,,
GL065452/19,31032022,GL065452/19310320220,0,GL065452/19310320220,,,,,
GL065537/19,31032021,GL065537/19310320210,0,GL065537/19310320210,,,,,
GL065635/19,31032021,GL065635/19310320211500,1500,GL065635/19310320211500,,,,,
GL065739/19,31032021,GL065739/19310320210,0,GL065739/19310320210,,,,,
GL065817/19,31032021,GL065817/19310320210,0,GL065817/19310320210,,,,,
GL065836/19,31032021,GL065836/1931032021302,302,GL065836/1931032021302,,,,,
GL065856/19,31032021,GL065856/19310320210,0,GL065856/19310320210,,,,,
GL065857/19,31032021,GL065857/19310320210,0,GL065857/19310320210,,,,,
GL065859/19,31032021,GL065859/19310320210,0,GL065859/19310320210,,,,,
GL066003/19,31032021,GL066003/19310320210,0,GL066003/19310320210,,,,,
GL066029/19,31032021,GL066029/19310320210,0,GL066029/19310320210,,,,,
GL066029/19,31032022,GL066029/1931032022,,#N/A,,,,,
GL066029/19,31032022,GL066029/19310320220,0,GL066029/19310320220,,,,,
GL066038/19,31032021,GL066038/19310320211931,1931,GL066038/19310320211931,,,,,
GL066039/19,31032021,GL066039/19310320210,0,GL066039/19310320210,,,,,
GL066116/19,31032021,GL066116/19310320210,0,GL066116/19310320210,,,,,
GL066116/19,31032022,GL066116/1931032022,,#N/A,,,,,
GL066116/19,31032022,GL066116/19310320220,0,GL066116/19310320220,,,,,
GL066137/19,31032021,GL066137/1931032021165,165,GL066137/1931032021165,,,,,
GL066137/19,31032022,GL066137/1931032022,,#N/A,,,,,
GL066137/19,31032022,GL066137/1931032022165,165,GL066137/1931032022165,,,,,
GL066196/19,31032021,GL066196/19310320210,0,GL066196/19310320210,,,,,
GL066239/19,31032021,GL066239/19310320210,0,GL066239/19310320210,,,,,
GL066239/19,31032022,GL066239/1931032022,,#N/A,,,,,
GL066239/19,31032022,GL066239/19310320220,0,GL066239/19310320220,,,,,
GL066247/19,31032021,GL066247/19310320210,0,GL066247/19310320210,,,,,
GL066258/19,31032021,GL066258/19310320210,0,GL066258/19310320210,,,,,
GL066262/19,31032021,GL066262/19310320210,0,GL066262/19310320210,,,,,
GL066281/19,31032021,GL066281/19310320210,0,GL066281/19310320210,,,,,
GL066282/19,31032021,GL066282/19310320210,0,GL066282/19310320210,,,,,
GL066304/19,31032021,GL066304/19310320210,0,GL066304/19310320210,,,,,
GL066375/19,31032021,GL066375/19310320210,0,GL066375/19310320210,,,,,
GL066375/19,31032022,GL066375/1931032022,,#N/A,,,,,
GL066375/19,31032022,GL066375/19310320220,0,GL066375/19310320220,,,,,
GL066424/19,31032021,GL066424/19310320215517,5517,GL066424/19310320215517,,,,,
GL066424/19,31032022,GL066424/1931032022,,#N/A,,,,,
GL066424/19,31032022,GL066424/19310320225517,5517,GL066424/19310320225517,,,,,
GL066465/19,31032021,GL066465/19310320210,0,GL066465/19310320210,,,,,
GL066465/19,31032022,GL066465/1931032022,,#N/A,,,,,
GL066465/19,31032022,GL066465/19310320220,0,GL066465/19310320220,,,,,
GL066473/19,31032021,GL066473/19310320210,0,GL066473/19310320210,,,,,
GL066477/19,31032021,GL066477/1931032021450,450,GL066477/1931032021450,,,,,
GL066482/19,31032021,GL066482/19310320210,0,GL066482/19310320210,,,,,
GL066482/19,31032022,GL066482/1931032022,,#N/A,,,,,
GL066482/19,31032022,GL066482/19310320220,0,GL066482/19310320220,,,,,
GL066498/19,31032021,GL066498/19310320211500,1500,GL066498/19310320211500,,,,,
GL066515/19,31032021,GL066515/19310320210,0,GL066515/19310320210,,,,,
GL066517/19,31032021,GL066517/19310320210,0,GL066517/19310320210,,,,,
GL066517/19,31032022,GL066517/1931032022,,#N/A,,,,,
GL066517/19,31032022,GL066517/19310320220,0,GL066517/19310320220,,,,,
GL066537/19,31032021,GL066537/19310320210,0,GL066537/19310320210,,,,,
GL066537/19,31032022,GL066537/1931032022,,#N/A,,,,,
GL066537/19,31032022,GL066537/19310320220,0,GL066537/19310320220,,,,,
GL066542/19,31032021,GL066542/19310320210,0,GL066542/19310320210,,,,,
GL066597/19,31032021,GL066597/19310320210,0,GL066597/19310320210,,,,,
GL066597/19,31032022,GL066597/1931032022,,#N/A,,,,,
GL066597/19,31032022,GL066597/19310320220,0,GL066597/19310320220,,,,,
GL066602/19,31032021,GL066602/19310320210,0,GL066602/19310320210,,,,,
GL066602/19,31032022,GL066602/1931032022,,#N/A,,,,,
GL066602/19,31032022,GL066602/19310320220,0,GL066602/19310320220,,,,,
GL066620/19,31032021,GL066620/19310320210,0,GL066620/19310320210,,,,,
GL066620/19,31032022,GL066620/1931032022,,#N/A,,,,,
GL066620/19,31032022,GL066620/19310320220,0,GL066620/19310320220,,,,,
GL066649/19,31032021,GL066649/1931032021700,700,GL066649/1931032021700,,,,,
GL066649/19,31032022,GL066649/1931032022,,#N/A,,,,,
GL066649/19,31032022,GL066649/1931032022700,700,GL066649/1931032022700,,,,,
GL066671/19,31032021,GL066671/19310320210,0,GL066671/19310320210,,,,,
GL066681/19,31032021,GL066681/193103202114000,14000,GL066681/193103202114000,,,,,
GL066714/19,31032021,GL066714/19310320210,0,GL066714/19310320210,,,,,
GL066714/19,31032022,GL066714/1931032022,,#N/A,,,,,
GL066714/19,31032022,GL066714/19310320220,0,GL066714/19310320220,,,,,
GL066762/19,31032021,GL066762/19310320210,0,GL066762/19310320210,,,,,
GL066763/19,31032021,GL066763/19310320210,0,GL066763/19310320210,,,,,
GL066775/19,31032021,GL066775/19310320210,0,GL066775/19310320210,,,,,
GL066782/19,31032021,GL066782/19310320210,0,GL066782/19310320210,,,,,
GL066829/19,31032021,GL066829/193103202115,15,GL066829/193103202115,,,,,
GL066829/19,31032022,GL066829/1931032022,,#N/A,,,,,
GL066829/19,31032022,GL066829/193103202215,15,GL066829/193103202215,,,,,
GL066836/19,31032021,GL066836/19310320210,0,GL066836/19310320210,,,,,
GL066836/19,31032022,GL066836/1931032022,,#N/A,,,,,
GL066836/19,31032022,GL066836/19310320220,0,GL066836/19310320220,,,,,
GL066885/19,31032021,GL066885/19310320210,0,GL066885/19310320210,,,,,
GL066885/19,31032022,GL066885/1931032022,,#N/A,,,,,
GL066885/19,31032022,GL066885/19310320220,0,GL066885/19310320220,,,,,
GL066891/19,31032021,GL066891/19310320210,0,GL066891/19310320210,,,,,
GL066891/19,31032022,GL066891/1931032022,,#N/A,,,,,
GL066891/19,31032022,GL066891/19310320220,0,GL066891/19310320220,,,,,
GL066932/19,31032021,GL066932/19310320210,0,GL066932/19310320210,,,,,
GL066948/19,31032021,GL066948/19310320210,0,GL066948/19310320210,,,,,
